,Nome,Sobrenome,Nacionalidade,Posição,Clube,Liga,Idade,Ano em que nasceu,Jogos em que entrou,Jogos Iniciados,Minutos jogados,90 min jogados,Gols,Assistências,G+A,Gols Normais,Penâltis Batidos,Penâltis Tentados,Cartões Amarelos,Cartões Vermelhos,Gols esperados,Gols normais previstos,Gols Assistidos Esperados,"Gols esperados,exceto pênaltis,+gols assistidos",Carregada Progressiva,Passes Progressivos,Passes Progressivos Recebidos,Gols/90min,Assis/90min,(Gols+Assis)/90min,Gols Normais/90min,(Gols normais+Assis)/90min,Gols previstos por 90min,Gols Assistidos esperados em 90min, Gols esperados+gols previstos em 90min,Gols normais previstos em 90min,"Gols esperados,exceto pênaltis,+gols assistidos em 90min"
505,Kevin,De Bruyne, BEL,LT,Manchester City,Premier League,32,1991,1,1,22.0,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.2,"0,2",0.0,1.0,3.0,"0,00","0,00","0,00","0,00","0,00","0,08","0,83","0,91","0,08","0,91"
506,Charles,De Ketelaere, BEL,AT,Atalanta, Serie A,22,2001,16,10,882.0,9.8,2,4,6,2,0,0,0,0,3.3,3.3,2.9,"6,2",35.0,53.0,96.0,"0,20","0,41","0,61","0,20","0,61","0,34","0,29","0,63","0,34","0,63"
507,Rodrigo,De Paul, ARG,LT,Atlético Madrid, La Liga,29,1994,15,11,921.0,10.2,0,2,2,0,0,0,3,3,1.0,1.0,2.1,"3,2",25.0,81.0,30.0,"0,00","0,20","0,20","0,00","0,20","0,10","0,21","0,31","0,10","0,31"
508,Lorenzo,De Silvestri, ITA,ZG,Bologna, Serie A,35,1988,8,5,439.0,4.9,1,0,1,1,0,0,0,0,0.1,0.1,0.0,"0,1",7.0,24.0,8.0,"0,21","0,00","0,21","0,21","0,21","0,01","0,00","0,01","0,01","0,01"
509,Thibault,De Smet, BEL,"ZG,AT",Reims, Ligue 1,25,1998,16,13,1131.0,12.6,0,0,0,0,0,0,2,2,0.2,0.2,0.5,"0,7",17.0,65.0,53.0,"0,00","0,00","0,00","0,00","0,00","0,01","0,04","0,05","0,01","0,05"
510,Koni,De Winter, BEL,ZG,Genoa, Serie A,21,2002,13,10,986.0,11.0,0,1,1,0,0,0,4,4,0.5,0.5,0.9,"1,3",8.0,21.0,8.0,"0,00","0,09","0,09","0,00","0,09","0,04","0,08","0,12","0,04","0,12"
511,Grégoire,Defrel, MTQ,"AT,LT",Sassuolo, Serie A,32,1991,9,2,247.0,2.7,0,1,1,0,0,0,0,0,0.4,0.4,0.8,"1,2",2.0,7.0,12.0,"0,00","0,36","0,36","0,00","0,36","0,15","0,29","0,45","0,15","0,45"
512,Alessandro,Deiola, ITA,LT,Cagliari, Serie A,28,1995,10,5,402.0,4.5,0,0,0,0,0,0,2,2,1.0,1.0,0.2,"1,2",5.0,21.0,8.0,"0,00","0,00","0,00","0,00","0,00","0,23","0,05","0,28","0,23","0,28"
513,Romain,Del Castillo, FRA,AT,Brest, Ligue 1,27,1996,17,16,1358.0,15.1,5,5,10,2,3,3,2,2,3.6,1.2,5.1,"6,3",60.0,70.0,141.0,"0,33","0,33","0,66","0,13","0,46","0,24","0,34","0,57","0,08","0,42"
514,Thomas,Delaine, FRA,"ZG,LT",Strasbourg, Ligue 1,31,1992,14,13,1086.0,12.1,0,1,1,0,0,0,2,2,0.9,0.9,2.0,"2,9",39.0,29.0,76.0,"0,00","0,08","0,08","0,00","0,08","0,08","0,16","0,24","0,08","0,24"
515,Sacha,Delaye, FRA,"AT,LT",Montpellier, Ligue 1,21,2002,7,0,97.0,1.1,0,0,0,0,0,0,1,1,0.3,0.3,0.1,"0,4",2.0,3.0,7.0,"0,00","0,00","0,00","0,00","0,00","0,27","0,09","0,36","0,27","0,36"
516,Hannes,Delcroix, BEL,ZG,Burnley,Premier League,24,1999,8,3,312.0,3.5,0,0,0,0,0,0,1,1,0.4,0.4,0.2,"0,5",1.0,11.0,1.0,"0,00","0,00","0,00","0,00","0,00","0,10","0,05","0,15","0,10","0,15"
517,Olivier,Deman, BEL,ZG,Werder Bremen, Bundesliga,23,2000,12,9,828.0,9.2,1,1,2,1,0,0,3,3,0.6,0.6,0.5,"1,1",11.0,27.0,34.0,"0,11","0,11","0,22","0,11","0,22","0,06","0,06","0,12","0,06","0,12"
518,Karamoko,Dembele,SCO,"LT,AT",Brest, Ligue 1,20,2003,1,0,16.0,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,1.0,3.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
519,Ousmane,Dembélé, FRA,"LT,AT",Paris S-G, Ligue 1,26,1997,15,11,955.0,10.6,1,5,6,1,0,0,0,0,3.0,3.0,3.3,"6,4",105.0,76.0,167.0,"0,09","0,47","0,57","0,09","0,57","0,28","0,32","0,60","0,28","0,60"
520,Jessy,Deminguet, FRA,"LT,AT",Strasbourg, Ligue 1,25,1998,11,8,580.0,6.4,0,0,0,0,0,0,1,1,0.0,0.0,0.0,"0,0",6.0,18.0,9.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
521,Ermedin,Demirović, BIH,"LT,AT",Augsburg, Bundesliga,25,1998,16,16,1383.0,15.4,8,5,13,7,1,2,4,4,7.3,5.7,2.0,"7,7",14.0,26.0,61.0,"0,52","0,33","0,85","0,46","0,78","0,48","0,13","0,60","0,37","0,50"
522,Sepp,van den Berg, NED,ZG,Mainz 05, Bundesliga,22,2001,15,13,1219.0,13.5,1,0,1,1,0,0,5,5,0.7,0.7,0.0,"0,7",5.0,57.0,5.0,"0,07","0,00","0,07","0,07","0,07","0,05","0,00","0,05","0,05","0,05"
523,Leander,Dendoncker, BEL,LT,Aston Villa,Premier League,28,1995,6,0,33.0,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,1.0,1.0,"0,00","0,00","0,00","0,00","0,00","0,09","0,00","0,09","0,09","0,09"
524,Rémy,Descamps, FRA,G,Nantes, Ligue 1,27,1996,5,5,450.0,5.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
525,Mikkel,Desler, DEN,ZG,Toulouse, Ligue 1,28,1995,14,13,1048.9999999999998,11.7,0,1,1,0,0,0,2,2,0.5,0.5,0.4,"0,9",18.0,48.0,56.0,"0,00","0,09","0,09","0,00","0,09","0,04","0,04","0,08","0,04","0,08"
526,Arthur,Desmas, FRA,G,Le Havre, Ligue 1,29,1994,17,17,153.0,17.0,0,0,0,0,0,0,1,1,0.0,0.0,0.4,"0,4",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,02","0,00","0,02"
527,Mattia,Destro, ITA,"AT,LT",Empoli, Serie A,32,1991,8,1,193.0,2.1,0,0,0,0,0,0,1,1,0.5,0.5,0.3,"0,8",2.0,2.0,11.0,"0,00","0,00","0,00","0,00","0,00","0,24","0,12","0,36","0,24","0,36"
528,Federico,Di Francesco, ITA,"AT,LT",Lecce, Serie A,29,1994,2,0,15.0,0.2,1,0,1,1,0,0,0,0,0.1,0.1,0.0,"0,1",1.0,1.0,3.0,"6,00","0,00","6,00","6,00","6,00","0,53","0,00","0,53","0,53","0,53"
529,Michele,Di Gregorio, ITA,G,Monza, Serie A,26,1997,16,16,144.0,16.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
530,Giovanni,Di Lorenzo, ITA,ZG,Napoli, Serie A,30,1993,17,17,153.0,17.0,1,4,5,1,0,0,3,3,1.7,1.7,2.8,"4,5",39.0,130.0,126.0,"0,06","0,24","0,29","0,06","0,29","0,10","0,17","0,26","0,10","0,26"
531,Alessandro,Di Pardo, ITA,"LT,ZG",Cagliari, Serie A,24,1999,6,0,172.0,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,"0,1",1.0,5.0,10.0,"0,00","0,00","0,00","0,00","0,00","0,04","0,01","0,04","0,04","0,04"
532,Boulaye,Dia, SEN,"AT,LT",Salernitana, Serie A,27,1996,13,10,943.0,10.5,4,0,4,3,1,1,1,1,3.6,2.8,0.4,"3,2",18.0,17.0,51.0,"0,38","0,00","0,38","0,29","0,29","0,34","0,04","0,38","0,27","0,31"
533,Moussa,Diaby, FRA,"AT,LT",Aston Villa,Premier League,24,1999,18,15,1194.0,13.3,3,4,7,3,0,0,0,0,2.9,2.9,4.0,"6,9",48.0,41.0,107.0,"0,23","0,30","0,53","0,23","0,53","0,22","0,30","0,52","0,22","0,52"
534,Lamine,Diack, SEN,LT,Nantes, Ligue 1,23,2000,1,0,1.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
535,Mouctar,Diakhaby, GUI,"ZG,LT",Valencia, La Liga,27,1996,12,10,895.0,9.9,1,0,1,1,0,0,5,5,0.7,0.7,0.0,"0,8",7.0,25.0,1.0,"0,10","0,00","0,10","0,10","0,10","0,07","0,00","0,08","0,07","0,08"
536,Mamadou,Diakhon, FRA,"AT,LT",Reims, Ligue 1,18,2005,4,0,56.0,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",3.0,0.0,2.0,"0,00","0,00","0,00","0,00","0,00","0,02","0,00","0,02","0,02","0,02"
537,Bafodé,Diakité, FRA,ZG,Lille, Ligue 1,22,2001,9,9,785.0,8.7,3,1,4,3,0,0,3,3,1.0,1.0,0.7,"1,7",8.0,33.0,9.0,"0,34","0,11","0,46","0,34","0,46","0,11","0,08","0,20","0,11","0,20"
538,Ibrahim,Diakité, GUI,ZG,Reims, Ligue 1,20,2003,5,1,109.0,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.2,"0,2",7.0,7.0,9.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,16","0,16","0,00","0,16"
539,Moussa,Diakité, MLI,LT,Cádiz, La Liga,20,2003,1,0,1.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
540,Oumar,Diakité, CIV,AT,Reims, Ligue 1,20,2003,15,6,605.0,6.7,2,0,2,2,0,1,1,1,2.3,1.5,0.5,"2,0",10.0,9.0,38.0,"0,30","0,00","0,30","0,30","0,30","0,35","0,07","0,42","0,23","0,30"
541,Amadou,Diallo,ENG,LT,Newcastle Utd,Premier League,20,2003,1,0,1.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
542,Assane,Diao, ESP,AT,Betis, La Liga,18,2005,11,9,735.0,8.2,2,0,2,2,0,0,2,2,1.9,1.9,0.5,"2,4",22.0,14.0,67.0,"0,24","0,00","0,24","0,24","0,24","0,24","0,06","0,29","0,24","0,29"
543,Mouhamadou,Diarra, FRA,"LT,AT",Strasbourg, Ligue 1,19,2004,15,12,103.0,11.4,1,1,2,1,0,0,0,0,1.1,1.1,0.7,"1,8",21.0,42.0,37.0,"0,09","0,09","0,17","0,09","0,17","0,09","0,06","0,15","0,09","0,15"
544,Moussa,Diarra, MLI,ZG,Toulouse, Ligue 1,23,2000,14,8,757.0,8.4,0,1,1,0,0,0,2,2,0.1,0.1,0.6,"0,7",7.0,32.0,5.0,"0,00","0,12","0,12","0,00","0,12","0,02","0,07","0,08","0,02","0,08"
545,Rúben,Dias, POR,ZG,Manchester City,Premier League,26,1997,15,14,1276.0,14.2,0,0,0,0,0,0,0,0,0.7,0.7,0.2,"0,9",25.0,96.0,8.0,"0,00","0,00","0,00","0,00","0,00","0,05","0,02","0,07","0,05","0,07"
546,Krépin,Diatta, SEN,"ZG,LT",Monaco, Ligue 1,24,1999,16,6,627.0,7.0,0,0,0,0,0,0,1,1,0.5,0.5,0.8,"1,3",23.0,46.0,50.0,"0,00","0,00","0,00","0,00","0,00","0,07","0,12","0,19","0,07","0,19"
547,Mory,Diaw, SEN,G,Clermont Foot, Ligue 1,30,1993,17,17,153.0,17.0,0,0,0,0,0,0,2,2,0.0,0.0,0.1,"0,1",0.0,1.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
548,Mahamadou,Diawara, FRA,LT,Lyon, Ligue 1,18,2005,8,3,301.0,3.3,0,0,0,0,0,0,2,2,0.7,0.7,0.1,"0,8",11.0,16.0,13.0,"0,00","0,00","0,00","0,00","0,00","0,22","0,03","0,25","0,22","0,25"
549,Brahim,Díaz, ESP,"LT,AT",Real Madrid, La Liga,24,1999,13,6,508.0,5.6,3,1,4,3,0,0,0,0,1.2,1.2,1.6,"2,8",33.0,24.0,62.0,"0,53","0,18","0,71","0,53","0,71","0,21","0,29","0,49","0,21","0,49"
550,Luis,Díaz, COL,AT,Liverpool,Premier League,26,1997,17,13,1067.0,11.9,3,0,3,3,0,0,1,1,3.7,3.7,1.4,"5,1",38.0,42.0,113.0,"0,25","0,00","0,25","0,25","0,25","0,31","0,12","0,43","0,31","0,43"
551,Víctor,Díaz, ESP,"ZG,LT",Granada, La Liga,35,1988,4,2,162.0,1.8,0,0,0,0,0,0,1,1,0.0,0.0,0.0,"0,0",0.0,2.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
552,Famara,Diedhiou, SEN,"AT,LT",Granada, La Liga,31,1992,8,0,89.0,1.0,0,1,1,0,0,0,1,1,0.5,0.5,0.2,"0,7",5.0,0.0,19.0,"0,00","1,01","1,01","0,00","1,01","0,50","0,21","0,71","0,50","0,71"
553,Bamba,Dieng, SEN,AT,Lorient, Ligue 1,23,2000,7,5,387.0,4.3,2,0,2,2,0,0,1,1,1.6,1.6,0.4,"2,0",4.0,3.0,27.0,"0,47","0,00","0,47","0,47","0,47","0,38","0,09","0,47","0,38","0,47"
554,Eric,Dier,ENG,ZG,Tottenham,Premier League,29,1994,3,1,192.0,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,3.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
555,Guillaume,Dietsch, FRA,G,Metz, Ligue 1,22,2001,1,0,73.0,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
556,Florian,Dietz, GER,AT,Köln, Bundesliga,25,1998,2,0,44.0,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,"0,1",0.0,0.0,6.0,"0,00","0,00","0,00","0,00","0,00","0,21","0,00","0,21","0,21","0,21"
557,Lucas,Digne, FRA,ZG,Aston Villa,Premier League,30,1993,17,17,1472.0,16.4,0,2,2,0,0,0,5,5,0.4,0.4,2.8,"3,2",29.0,54.0,151.0,"0,00","0,12","0,12","0,00","0,12","0,02","0,17","0,19","0,02","0,19"
558,Federico,Dimarco, ITA,ZG,Inter, Serie A,26,1997,15,15,1054.0,11.7,3,4,7,3,0,0,0,0,1.4,1.4,4.2,"5,6",29.0,60.0,104.0,"0,26","0,34","0,60","0,26","0,60","0,12","0,36","0,48","0,12","0,48"
559,Stole,Dimitrievski, MKD,G,Rayo Vallecano, La Liga,30,1993,18,18,1620.0000000000002,18.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
560,Junior,Dina Ebimbe, FRA,"LT,ZG",Eint Frankfurt, Bundesliga,23,2000,15,11,954.0,10.6,3,1,4,3,0,0,1,1,2.5,2.5,1.6,"4,1",33.0,45.0,57.0,"0,28","0,09","0,38","0,28","0,38","0,24","0,15","0,39","0,24","0,39"
561,Eren,Dinkçi, GER,"AT,LT",Heidenheim, Bundesliga,22,2001,15,15,1202.0,13.4,6,0,6,6,0,0,6,6,1.7,1.7,1.3,"3,0",41.0,45.0,60.0,"0,45","0,00","0,45","0,45","0,45","0,13","0,10","0,23","0,13","0,23"
562,Sinaly,Diomande, CIV,ZG,Lyon, Ligue 1,22,2001,10,10,889.0,9.9,0,0,0,0,0,0,2,2,1.0,1.0,0.7,"1,7",5.0,43.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,10","0,07","0,17","0,10","0,17"
563,Edan,Diop, FRA,"LT,ZG",Monaco, Ligue 1,19,2004,6,0,117.0,1.3,0,0,0,0,0,0,2,2,0.0,0.0,0.0,"0,0",4.0,6.0,11.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
564,Issa,Diop, FRA,ZG,Fulham,Premier League,26,1997,9,9,790.0,8.8,0,0,0,0,0,0,2,2,0.2,0.2,0.0,"0,2",9.0,47.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,02","0,00","0,02","0,02","0,02"
565,Sofiane,Diop, FRA,AT,Nice, Ligue 1,23,2000,9,6,474.0,5.3,0,0,0,0,0,0,0,0,0.9,0.9,0.8,"1,7",19.0,14.0,38.0,"0,00","0,00","0,00","0,00","0,00","0,18","0,14","0,32","0,18","0,32"
566,Andy,Diouf, FRA,LT,Lens, Ligue 1,20,2003,15,9,725.0,8.1,0,0,0,0,0,0,1,1,0.6,0.6,0.3,"0,9",34.0,44.0,35.0,"0,00","0,00","0,00","0,00","0,00","0,08","0,03","0,11","0,08","0,11"
567,Yehvann,Diouf, FRA,G,Reims, Ligue 1,24,1999,17,17,153.0,17.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,1.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
568,Axel,Disasi, FRA,ZG,Chelsea,Premier League,25,1998,16,16,1416.0,15.7,1,0,1,1,0,0,2,2,0.8,0.8,0.2,"1,0",18.0,72.0,14.0,"0,06","0,00","0,06","0,06","0,06","0,05","0,01","0,06","0,05","0,06"
569,Koffi,Djidji, CIV,ZG,Torino, Serie A,31,1992,3,0,53.0,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,1.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,04","0,00","0,04","0,04","0,04"
570,Berat,Djimsiti, ALB,ZG,Atalanta, Serie A,30,1993,16,16,1352.0000000000002,15.0,0,0,0,0,0,0,3,3,0.3,0.3,0.4,"0,6",1.0,31.0,4.0,"0,00","0,00","0,00","0,00","0,00","0,02","0,03","0,04","0,02","0,04"
571,Marko,Dmitrović, SRB,G,Sevilla, La Liga,31,1992,10,10,900.0,10.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,"0,0",0.0,1.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
572,Ben,Doak,SCO,AT,Liverpool,Premier League,18,2005,1,0,14.0,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
573,Ritsu,Doan, JPN,"LT,AT",Freiburg, Bundesliga,25,1998,16,13,1060.0000000000002,11.8,1,0,1,1,0,0,0,0,1.7,1.7,0.9,"2,6",25.0,29.0,72.0,"0,08","0,00","0,08","0,08","0,08","0,14","0,08","0,22","0,14","0,22"
574,Lewis,Dobbin,ENG,LT,Everton,Premier League,20,2003,6,1,169.0,1.9,1,0,1,1,0,0,0,0,0.2,0.2,0.0,"0,2",6.0,1.0,10.0,"0,53","0,00","0,53","0,53","0,53","0,10","0,01","0,12","0,10","0,12"
575,Danilho,Doekhi, NED,ZG,Union Berlin, Bundesliga,25,1998,8,8,720.0,8.0,1,0,1,1,0,0,0,0,0.2,0.2,0.1,"0,3",1.0,31.0,5.0,"0,12","0,00","0,12","0,12","0,12","0,03","0,01","0,04","0,03","0,04"
576,Matt,Doherty, IRL,"LT,ZG",Wolves,Premier League,31,1992,12,1,392.0,4.4,1,0,1,1,0,0,1,1,0.5,0.5,0.7,"1,2",2.0,7.0,25.0,"0,23","0,00","0,23","0,23","0,23","0,12","0,15","0,27","0,12","0,27"
577,Josh,Doig,SCO,ZG,Hellas Verona, Serie A,21,2002,9,8,582.0,6.5,0,0,0,0,0,0,1,1,0.2,0.2,0.3,"0,5",14.0,9.0,17.0,"0,00","0,00","0,00","0,00","0,00","0,03","0,05","0,08","0,03","0,08"
578,Jeremy,Doku, BEL,"AT,ZG",Manchester City,Premier League,21,2002,11,9,694.0,7.7,2,5,7,2,0,0,2,2,0.9,0.9,2.4,"3,2",90.0,23.0,121.0,"0,26","0,65","0,91","0,26","0,91","0,11","0,31","0,42","0,11","0,42"
579,Jeremy,Doku, BEL,AT,Rennes, Ligue 1,21,2002,2,1,111.0,1.2,1,0,1,1,0,0,0,0,0.6,0.6,0.2,"0,8",11.0,5.0,19.0,"0,81","0,00","0,81","0,81","0,81","0,48","0,16","0,64","0,48","0,64"
580,Carlos,Dominguez, ESP,ZG,Celta Vigo, La Liga,22,2001,5,4,401.0,4.5,0,0,0,0,0,0,1,1,0.1,0.1,0.0,"0,1",3.0,14.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,02","0,01","0,03","0,02","0,03"
581,Mario,Dominguez, ESP,AT,Valencia, La Liga,19,2004,3,0,25.0,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,"0,2",0.0,1.0,1.0,"0,00","0,00","0,00","0,00","0,00","0,59","0,00","0,59","0,59","0,59"
582,Nicolás,Domínguez, ARG,LT,Nott'ham Forest,Premier League,25,1998,9,9,648.0,7.2,1,0,1,1,0,0,1,1,0.6,0.6,0.0,"0,6",4.0,38.0,20.0,"0,14","0,00","0,14","0,14","0,14","0,08","0,01","0,09","0,08","0,09"
583,Nicolás,Domínguez, ARG,LT,Bologna, Serie A,25,1998,2,1,102.0,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",1.0,9.0,3.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,04","0,04","0,00","0,04"
584,Giulio,Donati, ITA,ZG,Monza, Serie A,33,1990,2,0,10.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,1",0.0,1.0,2.0,"0,00","0,00","0,00","0,00","0,00","0,17","0,29","0,47","0,17","0,47"
585,Jamie,Donley,ENG,AT,Tottenham,Premier League,18,2005,2,0,2.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
586,Gianluigi,Donnarumma, ITA,G,Paris S-G, Ligue 1,24,1999,15,15,1269.0,14.1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
587,Patrick,Dorgu, DEN,ZG,Lecce, Serie A,19,2004,15,7,682.0,7.6,0,0,0,0,0,0,4,4,0.1,0.1,0.7,"0,8",20.0,32.0,33.0,"0,00","0,00","0,00","0,00","0,00","0,01","0,10","0,11","0,01","0,11"
588,Niklas,Dorsch, GER,LT,Augsburg, Bundesliga,25,1998,14,13,1051.0,11.7,0,0,0,0,0,0,4,4,0.6,0.6,0.0,"0,6",7.0,36.0,7.0,"0,00","0,00","0,00","0,00","0,00","0,05","0,00","0,05","0,05","0,05"
589,Gabriel,Dos Santos, BRA,ZG,Arsenal,Premier League,26,1997,16,14,1286.0,14.3,1,0,1,1,0,0,1,1,1.0,1.0,0.7,"1,7",7.0,45.0,6.0,"0,07","0,00","0,07","0,07","0,07","0,07","0,05","0,12","0,07","0,12"
590,Alberto,Dossena, ITA,ZG,Cagliari, Serie A,25,1998,17,16,1446.0,16.1,2,1,3,2,0,0,0,0,1.5,1.5,0.6,"2,1",3.0,41.0,2.0,"0,12","0,06","0,19","0,12","0,19","0,09","0,04","0,13","0,09","0,13"
591,Carlos,Dotor, ESP,LT,Celta Vigo, La Liga,22,2001,13,5,510.0,5.7,0,0,0,0,0,0,2,2,0.2,0.2,0.1,"0,3",3.0,19.0,9.0,"0,00","0,00","0,00","0,00","0,00","0,03","0,02","0,05","0,03","0,05"
592,Abdoulaye,Doucouré, MLI,"AT,LT",Everton,Premier League,30,1993,17,17,144.0,16.0,6,0,6,6,0,0,4,4,5.1,5.1,2.1,"7,2",32.0,48.0,83.0,"0,37","0,00","0,37","0,37","0,37","0,32","0,13","0,45","0,32","0,45"
593,Cheick,Doucouré, MLI,LT,Crystal Palace,Premier League,23,2000,11,11,919.0,10.2,0,0,0,0,0,0,2,2,0.3,0.3,0.7,"1,0",9.0,49.0,5.0,"0,00","0,00","0,00","0,00","0,00","0,03","0,07","0,10","0,03","0,10"
594,Ckene,Doucouré, COM,AT,Lorient, Ligue 1,21,2002,11,5,423.0,4.7,1,3,4,1,0,0,2,2,0.9,0.9,1.3,"2,2",14.0,5.0,35.0,"0,21","0,64","0,85","0,21","0,85","0,20","0,28","0,47","0,20","0,47"
595,Désiré,Doué, FRA,"LT,AT",Rennes, Ligue 1,18,2005,15,3,499.0,5.5,2,0,2,2,0,0,1,1,1.1,1.1,1.1,"2,2",18.0,40.0,49.0,"0,36","0,00","0,36","0,36","0,36","0,20","0,20","0,40","0,20","0,40"
596,Guela,Doué, FRA,ZG,Rennes, Ligue 1,21,2002,9,2,198.0,2.2,0,1,1,0,0,0,0,0,0.1,0.1,0.5,"0,6",8.0,12.0,23.0,"0,00","0,45","0,45","0,00","0,45","0,06","0,22","0,27","0,06","0,27"
597,Alfie,Doughty,ENG,"ZG,LT",Luton Town,Premier League,24,1999,16,13,115.0,12.8,0,3,3,0,0,0,2,2,0.2,0.2,2.3,"2,6",37.0,44.0,56.0,"0,00","0,23","0,23","0,00","0,23","0,02","0,18","0,20","0,02","0,20"
598,Ismaël,Doukouré, FRA,"LT,ZG",Strasbourg, Ligue 1,20,2003,14,14,1153.0,12.8,0,0,0,0,0,0,2,2,0.2,0.2,0.2,"0,4",14.0,63.0,4.0,"0,00","0,00","0,00","0,00","0,00","0,01","0,02","0,03","0,01","0,03"
599,Kamory,Doumbia, MLI,LT,Brest, Ligue 1,20,2003,12,2,363.0,4.0,5,2,7,5,0,0,0,0,2.1,2.1,0.4,"2,4",12.0,22.0,15.0,"1,24","0,50","1,74","1,24","1,74","0,51","0,09","0,60","0,51","0,60"
600,Anastasios,Douvikas, GRE,AT,Celta Vigo, La Liga,24,1999,14,3,398.0,4.4,3,0,3,3,0,0,1,1,1.5,1.5,0.1,"1,6",6.0,6.0,21.0,"0,68","0,00","0,68","0,68","0,68","0,34","0,02","0,36","0,34","0,36"
601,Artem,Dovbyk, UKR,AT,Girona, La Liga,26,1997,17,13,104.0,11.6,11,4,15,8,3,3,1,1,9.5,7.1,2.7,"9,8",3.0,3.0,51.0,"0,95","0,35","1,30","0,69","1,04","0,82","0,23","1,05","0,62","0,85"
602,Nikola,Dovedan, AUT,"LT,AT",Heidenheim, Bundesliga,29,1994,9,1,239.0,2.7,0,0,0,0,0,0,0,0,0.2,0.2,0.1,"0,3",6.0,10.0,10.0,"0,00","0,00","0,00","0,00","0,00","0,06","0,05","0,11","0,06","0,11"
603,Damion,Downs, GER,"AT,LT",Köln, Bundesliga,19,2004,3,0,24.0,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,"0,2",0.0,0.0,1.0,"0,00","0,00","0,00","0,00","0,00","0,59","0,00","0,59","0,59","0,59"
