,Nome,Sobrenome,Nacionalidade,Posição,Clube,Liga,Idade,Ano em que nasceu,Jogos em que entrou,Jogos Iniciados,Minutos jogados,90 min jogados,Gols,Assistências,G+A,Gols Normais,Penâltis Batidos,Penâltis Tentados,Cartões Amarelos,Cartões Vermelhos,Gols esperados,Gols normais previstos,Gols Assistidos Esperados,"Gols esperados,exceto pênaltis,+gols assistidos",Carregada Progressiva,Passes Progressivos,Passes Progressivos Recebidos,Gols/90min,Assis/90min,(Gols+Assis)/90min,Gols Normais/90min,(Gols normais+Assis)/90min,Gols previstos por 90min,Gols Assistidos esperados em 90min, Gols esperados+gols previstos em 90min,Gols normais previstos em 90min,"Gols esperados,exceto pênaltis,+gols assistidos em 90min"
1245,Yohann,Magnin, FRA,LT,Clermont Foot, Ligue 1,26,1997,16,7,754.0,8.4,1,0,1,1,0,0,0,0,1.4,1.4,0.6,"1,9",8.0,33.0,23.0,"0,12","0,00","0,12","0,12","0,12","0,16","0,07","0,23","0,16","0,23"
1246,Frank,Magri, CMR,"AT,LT",Toulouse, Ligue 1,24,1999,16,10,971.0,10.8,4,0,4,4,0,0,4,4,2.0,2.0,0.6,"2,6",26.0,25.0,88.0,"0,37","0,00","0,37","0,37","0,37","0,18","0,06","0,24","0,18","0,24"
1247,Harry,Maguire,ENG,ZG,Manchester Utd,Premier League,30,1993,11,9,838.0,9.3,0,1,1,0,0,0,1,1,0.5,0.5,0.4,"0,9",10.0,41.0,1.0,"0,00","0,11","0,11","0,00","0,11","0,06","0,04","0,09","0,06","0,09"
1248,Jon,Magunacelaya, ESP,AT,Real Sociedad, La Liga,23,2000,1,0,16.0,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.5,"0,5",0.0,0.0,2.0,"0,00","0,00","0,00","0,00","0,00","0,00","2,73","2,73","0,00","2,73"
1249,Arne,Maier, GER,"ZG,LT",Augsburg, Bundesliga,24,1999,4,0,65.0,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",1.0,2.0,7.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1250,Habib,Maïga, CIV,"LT,AT",Metz, Ligue 1,27,1996,7,1,147.0,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,"0,1",1.0,3.0,1.0,"0,00","0,00","0,00","0,00","0,00","0,07","0,00","0,07","0,07","0,07"
1251,Mike,Maignan, FRA,G,Milan, Serie A,28,1995,14,14,1259.0,14.0,0,1,1,0,0,0,1,1,0.0,0.0,0.3,"0,3",0.0,0.0,0.0,"0,00","0,07","0,07","0,00","0,07","0,00","0,02","0,02","0,00","0,02"
1252,Linton,Maina, GER,"AT,LT",Köln, Bundesliga,24,1999,14,12,991.0,11.0,1,1,2,1,0,0,0,0,0.8,0.8,1.7,"2,4",66.0,27.0,87.0,"0,09","0,09","0,18","0,09","0,18","0,07","0,15","0,22","0,07","0,22"
1253,Patrick,Mainka, GER,ZG,Heidenheim, Bundesliga,29,1994,16,16,144.0,16.0,2,0,2,2,0,0,1,1,1.8,1.8,0.0,"1,8",15.0,60.0,2.0,"0,12","0,00","0,12","0,12","0,12","0,11","0,00","0,11","0,11","0,11"
1254,Kobbie,Mainoo,ENG,LT,Manchester Utd,Premier League,18,2005,4,4,321.0,3.6,0,0,0,0,0,0,1,1,0.0,0.0,0.0,"0,0",3.0,9.0,5.0,"0,00","0,00","0,00","0,00","0,00","0,01","0,01","0,01","0,01","0,01"
1255,Ainsley,Maitland-Niles,ENG,"LT,ZG",Lyon, Ligue 1,26,1997,7,3,289.0,3.2,0,1,1,0,0,0,1,1,0.4,0.4,0.6,"0,9",5.0,17.0,10.0,"0,00","0,31","0,31","0,00","0,31","0,12","0,17","0,29","0,12","0,29"
1256,Lovro,Majer, CRO,LT,Rennes, Ligue 1,25,1998,1,0,16.0,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.3,"0,3",1.0,0.0,1.0,"0,00","0,00","0,00","0,00","0,00","0,14","1,39","1,52","0,14","1,52"
1257,Lovro,Majer, CRO,"LT,AT",Wolfsburg, Bundesliga,25,1998,16,14,1122.0,12.5,2,2,4,1,1,1,2,2,2.4,1.6,1.8,"3,4",28.0,59.0,75.0,"0,16","0,16","0,32","0,08","0,24","0,19","0,14","0,34","0,13","0,27"
1258,Jean-Victor,Makengo, FRA,"LT,AT",Lorient, Ligue 1,25,1998,10,5,478.0,5.3,0,0,0,0,0,0,0,0,0.3,0.3,0.0,"0,3",11.0,28.0,17.0,"0,00","0,00","0,00","0,00","0,00","0,05","0,00","0,05","0,05","0,05"
1259,Jordy,Makengo, FRA,ZG,Freiburg, Bundesliga,22,2001,5,3,308.0,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,"0,1",10.0,15.0,13.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,02","0,00","0,02"
1260,Antoine,Makoumbou, CGO,LT,Cagliari, Serie A,25,1998,16,16,1328.9999999999998,14.8,1,0,1,1,0,0,4,4,0.5,0.5,0.7,"1,2",11.0,73.0,27.0,"0,07","0,00","0,07","0,07","0,07","0,03","0,05","0,08","0,03","0,08"
1261,Nemanja,Maksimović, SRB,LT,Getafe, La Liga,28,1995,18,18,1605.0,17.8,1,0,1,1,0,0,2,2,2.8,2.8,0.5,"3,3",13.0,39.0,15.0,"0,06","0,00","0,06","0,06","0,06","0,16","0,03","0,19","0,16","0,19"
1262,Daniel,Maldini, ITA,AT,Empoli, Serie A,22,2001,5,2,187.0,2.1,0,0,0,0,0,0,1,1,0.3,0.3,0.0,"0,3",6.0,9.0,6.0,"0,00","0,00","0,00","0,00","0,00","0,15","0,00","0,15","0,15","0,15"
1263,Youssef,Maleh, MAR,LT,Empoli, Serie A,25,1998,14,14,1167.0,13.0,0,0,0,0,0,0,7,7,0.7,0.7,1.0,"1,8",9.0,45.0,33.0,"0,00","0,00","0,00","0,00","0,00","0,06","0,08","0,14","0,06","0,14"
1264,Donyell,Malen, NED,"AT,LT",Dortmund, Bundesliga,24,1999,15,11,955.0,10.6,5,0,5,5,0,0,1,1,5.0,5.0,1.4,"6,4",45.0,29.0,80.0,"0,47","0,00","0,47","0,47","0,47","0,47","0,13","0,60","0,47","0,60"
1265,Ruslan,Malinovskyi, UKR,"LT,AT",Genoa, Serie A,30,1993,14,11,835.0,9.3,2,1,3,2,0,0,6,6,0.4,0.4,0.4,"0,8",12.0,42.0,19.0,"0,22","0,11","0,32","0,22","0,32","0,05","0,04","0,09","0,05","0,09"
1266,Lennard,Maloney, USA,LT,Heidenheim, Bundesliga,24,1999,16,16,1332.0,14.8,0,1,1,0,0,0,0,0,0.5,0.5,0.6,"1,1",1.0,38.0,9.0,"0,00","0,07","0,07","0,00","0,07","0,03","0,04","0,08","0,03","0,08"
1267,Aaron,Malouda, FRA,AT,Lille, Ligue 1,18,2005,1,0,1.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1268,Giorgi,Mamardashvili, GEO,G,Valencia, La Liga,23,2000,18,18,1620.0000000000002,18.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1269,David,Mamutovic, GER,ZG,Mainz 05, Bundesliga,23,2000,1,0,5.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1270,Wilson,Manafá, POR,"ZG,LT",Granada, La Liga,29,1994,4,3,240.0,2.7,0,0,0,0,0,0,1,1,0.0,0.0,0.3,"0,3",5.0,4.0,6.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,11","0,11","0,00","0,11"
1271,Hianga,Mananga Mbock, FRA,"LT,AT",Brest, Ligue 1,23,1999,2,0,9.0,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,"0,2",1.0,2.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,55","1,62","2,17","0,55","2,17"
1272,Gianluca,Mancini, ITA,ZG,Roma, Serie A,27,1996,17,17,1427.0,15.9,2,0,2,2,0,0,4,4,1.5,1.5,0.8,"2,2",13.0,65.0,8.0,"0,13","0,00","0,13","0,13","0,13","0,09","0,05","0,14","0,09","0,14"
1273,Marco,Mancosu, ITA,"LT,AT",Cagliari, Serie A,35,1988,4,3,153.0,1.7,0,0,0,0,0,1,0,0,1.2,0.5,0.2,"0,7",3.0,7.0,9.0,"0,00","0,00","0,00","0,00","0,00","0,73","0,13","0,86","0,29","0,43"
1274,Steve,Mandanda, FRA,G,Rennes, Ligue 1,38,1985,17,17,153.0,17.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,2.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1275,Reinildo,Mandava, MOZ,ZG,Atlético Madrid, La Liga,29,1994,1,0,18.0,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1276,Aïssa,Mandi, ALG,ZG,Villarreal, La Liga,32,1991,9,7,646.0,7.2,1,0,1,1,0,0,2,2,0.5,0.5,0.7,"1,2",2.0,32.0,3.0,"0,14","0,00","0,14","0,14","0,14","0,07","0,09","0,17","0,07","0,17"
1277,Rolando,Mandragora, ITA,LT,Fiorentina, Serie A,26,1997,14,6,615.0,6.8,1,1,2,1,0,0,1,1,1.3,1.3,0.7,"2,0",3.0,47.0,15.0,"0,15","0,15","0,29","0,15","0,29","0,20","0,10","0,29","0,20","0,29"
1278,Orel,Mangala, BEL,LT,Nott'ham Forest,Premier League,25,1998,17,17,1399.0,15.5,1,0,1,1,0,0,4,4,0.3,0.3,0.2,"0,5",12.0,43.0,8.0,"0,06","0,00","0,06","0,06","0,06","0,02","0,01","0,03","0,02","0,03"
1279,Braydon,Manu, GHA,LT,Darmstadt 98, Bundesliga,26,1997,2,1,81.0,0.9,0,0,0,0,0,0,1,1,0.3,0.3,0.0,"0,4",2.0,1.0,8.0,"0,00","0,00","0,00","0,00","0,00","0,37","0,02","0,40","0,37","0,40"
1280,Benson,Manuel, BEL,"LT,AT",Burnley,Premier League,26,1997,4,1,76.0,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",3.0,0.0,11.0,"0,00","0,00","0,00","0,00","0,00","0,03","0,00","0,03","0,03","0,03"
1281,Faitout,Maouassa, FRA,ZG,Lens, Ligue 1,25,1998,2,0,31.0,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,1",1.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,05","0,10","0,15","0,05","0,15"
1282,Solly,March,ENG,"AT,ZG",Brighton,Premier League,29,1994,7,7,554.0,6.2,3,1,4,3,0,0,1,1,2.0,2.0,1.0,"2,9",14.0,24.0,44.0,"0,49","0,16","0,65","0,49","0,65","0,32","0,16","0,47","0,32","0,47"
1283,Riccardo,Marchizza, ITA,ZG,Frosinone, Serie A,25,1998,13,13,1147.9999999999998,12.8,0,4,4,0,0,0,1,1,0.4,0.4,0.8,"1,2",6.0,36.0,39.0,"0,00","0,31","0,31","0,00","0,31","0,03","0,06","0,10","0,03","0,10"
1284,Gian,Marco Ferrari, ITA,ZG,Sassuolo, Serie A,31,1992,11,7,644.0,7.2,0,0,0,0,0,0,2,2,0.8,0.8,0.1,"0,9",13.0,50.0,3.0,"0,00","0,00","0,00","0,00","0,00","0,11","0,01","0,12","0,11","0,12"
1285,Óscar,de Marcos, ESP,ZG,Athletic Club, La Liga,34,1989,14,14,1162.0,12.9,1,3,4,1,0,0,3,3,0.6,0.6,2.2,"2,8",31.0,83.0,59.0,"0,08","0,23","0,31","0,08","0,31","0,04","0,17","0,22","0,04","0,22"
1286,Alberto,Marí, ESP,AT,Valencia, La Liga,22,2001,1,0,10.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1287,José,Mari, ESP,"LT,AT",Cádiz, La Liga,36,1987,3,0,14.0,0.2,0,0,0,0,0,0,1,1,0.0,0.0,0.0,"0,0",0.0,1.0,1.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,18","0,18","0,00","0,18"
1288,Pablo,Marí, ESP,ZG,Monza, Serie A,30,1993,14,12,986.0,11.0,0,0,0,0,0,0,5,5,0.3,0.3,0.3,"0,5",0.0,23.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,02","0,03","0,05","0,02","0,05"
1289,José,María Giménez, URU,ZG,Atlético Madrid, La Liga,28,1995,12,5,565.0,6.3,0,0,0,0,0,0,4,4,0.3,0.3,0.1,"0,4",0.0,14.0,1.0,"0,00","0,00","0,00","0,00","0,00","0,05","0,01","0,06","0,05","0,06"
1290,Mirko,Marić, CRO,AT,Monza, Serie A,28,1995,9,1,242.0,2.7,1,0,1,1,0,0,0,0,0.6,0.6,0.5,"1,1",2.0,3.0,24.0,"0,37","0,00","0,37","0,37","0,37","0,23","0,17","0,40","0,23","0,40"
1291,Rafa,Marín , ESP,ZG,Alavés, La Liga,21,2002,15,11,997.0,11.1,0,0,0,0,0,0,2,2,0.3,0.3,0.2,"0,5",4.0,37.0,4.0,"0,00","0,00","0,00","0,00","0,00","0,03","0,02","0,05","0,03","0,05"
1292,Răzvan,Marin, ROU,LT,Empoli, Serie A,27,1996,14,10,814.0,9.0,0,0,0,0,0,0,0,0,0.5,0.5,1.2,"1,6",11.0,33.0,17.0,"0,00","0,00","0,00","0,00","0,00","0,05","0,13","0,18","0,05","0,18"
1293,Diego,Mariño, ESP,G,Almería, La Liga,33,1990,1,1,90.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1294,Guillermo,Maripán, CHI,ZG,Monaco, Ligue 1,29,1994,12,10,902.0,10.0,1,0,1,1,0,0,0,0,0.3,0.3,0.0,"0,3",3.0,24.0,2.0,"0,10","0,00","0,10","0,10","0,10","0,03","0,00","0,03","0,03","0,03"
1295,Mika,Màrmol, ESP,ZG,Las Palmas, La Liga,21,2002,16,16,1397.9999999999998,15.5,0,0,0,0,0,0,4,4,0.0,0.0,0.1,"0,1",12.0,47.0,2.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1296,Omar,Marmoush, EGY,"AT,LT",Eint Frankfurt, Bundesliga,24,1999,15,13,1084.0,12.0,7,3,10,6,1,1,5,5,5.3,4.5,3.1,"7,6",37.0,25.0,73.0,"0,58","0,25","0,83","0,50","0,75","0,44","0,26","0,70","0,37","0,63"
1297,Agustín,Martegani, ARG,LT,Salernitana, Serie A,23,2000,11,4,479.0,5.3,0,0,0,0,0,0,1,1,0.3,0.3,0.4,"0,7",12.0,19.0,13.0,"0,00","0,00","0,00","0,00","0,00","0,05","0,08","0,13","0,05","0,13"
1298,Eric,Martel, GER,LT,Köln, Bundesliga,21,2002,13,13,1115.0,12.4,0,0,0,0,0,0,2,2,1.3,1.3,0.2,"1,6",5.0,33.0,18.0,"0,00","0,00","0,00","0,00","0,00","0,11","0,02","0,13","0,11","0,13"
1299,Roger,Martí, ESP,AT,Cádiz, La Liga,32,1991,16,14,1045.0,11.6,2,2,4,2,0,0,2,2,2.2,2.2,2.2,"4,3",6.0,9.0,45.0,"0,17","0,17","0,34","0,17","0,34","0,19","0,19","0,37","0,19","0,37"
1300,Anthony,Martial, FRA,AT,Manchester Utd,Premier League,28,1995,13,5,448.0,5.0,1,0,1,1,0,0,0,0,1.2,1.2,0.2,"1,5",6.0,12.0,36.0,"0,20","0,00","0,20","0,20","0,20","0,25","0,05","0,29","0,25","0,29"
1301,Aarón,Martín, ESP,ZG,Genoa, Serie A,26,1997,8,5,378.0,4.2,0,0,0,0,0,0,2,2,0.0,0.0,0.3,"0,3",6.0,11.0,23.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,08","0,08","0,00","0,08"
1302,Iván,Martín, ESP,"LT,AT",Girona, La Liga,24,1999,17,16,1291.0,14.3,3,1,4,3,0,0,3,3,2.0,2.0,0.6,"2,7",43.0,75.0,55.0,"0,21","0,07","0,28","0,21","0,28","0,14","0,05","0,18","0,14","0,18"
1303,Jonas,Martin, FRA,LT,Brest, Ligue 1,33,1990,16,4,548.0,6.1,0,0,0,0,0,0,2,2,0.5,0.5,0.4,"0,9",10.0,45.0,14.0,"0,00","0,00","0,00","0,00","0,00","0,08","0,07","0,15","0,08","0,15"
1304,Gabriel,Martinelli, BRA,AT,Arsenal,Premier League,22,2001,16,15,1156.0,12.8,2,2,4,2,0,0,1,1,2.1,2.1,2.3,"4,4",72.0,42.0,189.0,"0,16","0,16","0,31","0,16","0,31","0,17","0,18","0,35","0,17","0,35"
1305,Arnau,Martinez, ESP,ZG,Girona, La Liga,20,2003,11,9,715.0,7.9,0,2,2,0,0,0,3,3,0.2,0.2,1.3,"1,5",21.0,39.0,8.0,"0,00","0,25","0,25","0,00","0,25","0,03","0,17","0,19","0,03","0,19"
1306,Emiliano,Martínez, ARG,G,Aston Villa,Premier League,31,1992,17,17,153.0,17.0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,"0,0",0.0,2.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1307,Iñigo,Martínez, ESP,ZG,Barcelona, La Liga,32,1991,8,6,543.0,6.0,0,0,0,0,0,0,2,2,0.2,0.2,0.0,"0,2",14.0,30.0,2.0,"0,00","0,00","0,00","0,00","0,00","0,03","0,00","0,03","0,03","0,03"
1308,Josep,Martinez, ESP,G,Genoa, Serie A,25,1998,16,16,1439.0,16.0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,"0,0",0.0,1.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1309,Lautaro,Martínez, ARG,AT,Inter, Serie A,26,1997,16,15,1339.0,14.9,15,2,17,14,1,1,2,2,9.2,8.4,1.5,"9,9",29.0,41.0,92.0,"1,01","0,13","1,14","0,94","1,08","0,62","0,10","0,72","0,56","0,67"
1310,Lisandro,Martínez, ARG,ZG,Manchester Utd,Premier League,25,1998,5,5,375.0,4.2,0,1,1,0,0,0,2,2,0.0,0.0,0.1,"0,1",6.0,26.0,1.0,"0,00","0,24","0,24","0,00","0,24","0,00","0,02","0,02","0,00","0,02"
1311,Lucas,Martínez Quarta, ARG,ZG,Fiorentina, Serie A,27,1996,14,13,1179.0,13.1,3,0,3,3,0,0,2,2,1.3,1.3,0.2,"1,4",6.0,80.0,7.0,"0,23","0,00","0,23","0,23","0,23","0,10","0,01","0,11","0,10","0,11"
1312,Adam,Marušić, MNE,ZG,Lazio, Serie A,31,1992,17,17,1391.0,15.5,0,0,0,0,0,0,2,2,0.1,0.1,0.1,"0,2",19.0,53.0,43.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,01","0,00","0,01"
1313,Omar,Mascarell, ESP,LT,Mallorca, La Liga,30,1993,11,8,618.0,6.9,0,0,0,0,0,0,5,5,0.1,0.1,0.0,"0,1",6.0,26.0,1.0,"0,00","0,00","0,00","0,00","0,00","0,02","0,00","0,02","0,02","0,02"
1314,Adam,Masina, MAR,ZG,Udinese, Serie A,29,1994,2,0,15.0,0.2,0,0,0,0,0,0,1,1,0.1,0.1,0.0,"0,1",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,38","0,00","0,38","0,38","0,38"
1315,Erhan,Mašović, SRB,ZG,Bochum, Bundesliga,25,1998,14,12,1118.0,12.4,0,0,0,0,0,0,4,4,0.8,0.8,0.3,"1,1",1.0,23.0,7.0,"0,00","0,00","0,00","0,00","0,00","0,07","0,02","0,09","0,07","0,09"
1316,Roberto,Massimo, GER,"ZG,AT",Stuttgart, Bundesliga,23,2000,3,0,61.0,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",2.0,3.0,3.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1317,Clinton,Mata, ANG,ZG,Lyon, Ligue 1,31,1992,13,13,1056.0,11.7,0,0,0,0,0,0,2,2,0.4,0.4,0.4,"0,8",12.0,48.0,27.0,"0,00","0,00","0,00","0,00","0,00","0,03","0,04","0,07","0,03","0,07"
1318,Jaime,Mata, ESP,"LT,AT",Getafe, La Liga,35,1988,16,10,732.0,8.1,1,0,1,1,0,0,6,6,0.7,0.7,0.5,"1,2",10.0,14.0,65.0,"0,12","0,00","0,12","0,12","0,12","0,08","0,06","0,15","0,08","0,15"
1319,Pape,Matar Sarr, SEN,LT,Tottenham,Premier League,21,2002,16,14,1071.0,11.9,1,2,3,1,0,0,4,4,2.2,2.2,1.3,"3,5",22.0,84.0,47.0,"0,08","0,17","0,25","0,08","0,25","0,19","0,11","0,29","0,19","0,29"
1320,Eliot,Matazo, BEL,LT,Monaco, Ligue 1,21,2002,6,0,102.0,1.1,0,1,1,0,0,0,2,2,0.1,0.1,1.0,"1,1",2.0,10.0,2.0,"0,00","0,88","0,88","0,00","0,88","0,07","0,91","0,98","0,07","0,98"
1321,Jean-Philippe,Mateta, FRA,AT,Crystal Palace,Premier League,26,1997,15,5,632.0,7.0,2,3,5,1,1,1,2,2,2.5,1.7,1.8,"3,5",6.0,9.0,41.0,"0,28","0,43","0,71","0,14","0,57","0,35","0,25","0,61","0,24","0,49"
1322,Nemanja,Matić, SRB,LT,Rennes, Ligue 1,35,1988,13,11,1027.0,11.4,0,0,0,0,0,0,7,7,0.3,0.3,0.8,"1,1",14.0,83.0,8.0,"0,00","0,00","0,00","0,00","0,00","0,03","0,07","0,10","0,03","0,10"
1323,Joël,Matip, CMR,ZG,Liverpool,Premier League,32,1991,10,9,781.0,8.7,0,0,0,0,0,0,2,2,0.5,0.5,0.1,"0,6",8.0,34.0,1.0,"0,00","0,00","0,00","0,00","0,00","0,06","0,01","0,06","0,06","0,06"
1324,Alex,Matos,ENG,LT,Chelsea,Premier League,19,2004,1,0,1.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1325,Chrislain,Matsima, FRA,ZG,Monaco, Ligue 1,21,2002,5,3,296.0,3.3,0,1,1,0,0,0,2,2,0.1,0.1,0.1,"0,2",5.0,31.0,5.0,"0,00","0,30","0,30","0,00","0,30","0,04","0,02","0,06","0,04","0,06"
1326,Remi,Matthews,ENG,G,Crystal Palace,Premier League,29,1994,1,0,4.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1327,Alan,Matturro, URU,"ZG,AT",Genoa, Serie A,19,2004,3,1,84.0,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,4.0,1.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1328,Azor,Matusiwa, NED,LT,Reims, Ligue 1,25,1998,15,15,1295.0,14.4,0,0,0,0,0,0,3,3,0.6,0.6,0.7,"1,2",10.0,75.0,11.0,"0,00","0,00","0,00","0,00","0,00","0,04","0,05","0,09","0,04","0,09"
1329,Neal,Maupay, FRA,AT,Brentford,Premier League,27,1996,12,5,578.0,6.4,2,2,4,2,0,0,3,3,3.6,3.6,1.4,"5,0",7.0,13.0,43.0,"0,31","0,31","0,62","0,31","0,62","0,55","0,22","0,78","0,55","0,78"
1330,Neal,Maupay, FRA,AT,Everton,Premier League,27,1996,2,1,111.0,1.2,0,0,0,0,0,0,0,0,1.4,1.4,0.1,"1,5",1.0,0.0,6.0,"0,00","0,00","0,00","0,00","0,00","1,16","0,05","1,22","1,16","1,22"
1331,Aïman,Maurer, MAR,"LT,AT",Clermont Foot, Ligue 1,19,2004,5,0,56.0,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,"0,1",1.0,2.0,8.0,"0,00","0,00","0,00","0,00","0,00","0,20","0,00","0,20","0,20","0,20"
1332,Konstantinos,Mavropanos, GRE,ZG,West Ham,Premier League,26,1997,5,3,316.0,3.5,0,0,0,0,0,0,1,1,0.2,0.2,0.1,"0,3",1.0,8.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,05","0,03","0,08","0,05","0,08"
1333,Christian,Mawissa, FRA,ZG,Toulouse, Ligue 1,18,2005,3,1,117.0,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",5.0,4.0,3.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1334,Philipp,Max, GER,"ZG,LT",Eint Frankfurt, Bundesliga,30,1993,13,11,841.0,9.3,0,1,1,0,0,0,2,2,0.1,0.1,1.2,"1,2",17.0,32.0,35.0,"0,00","0,11","0,11","0,00","0,11","0,01","0,12","0,13","0,01","0,13"
1335,Eric,Maxim Choupo-Moting, CMR,"LT,AT",Bayern Munich, Bundesliga,34,1989,14,3,330.0,3.7,2,0,2,2,0,0,1,1,3.9,3.9,1.4,"5,3",7.0,10.0,32.0,"0,55","0,00","0,55","0,55","0,55","1,06","0,37","1,43","1,06","1,43"
1336,Luís,Maximiano, POR,G,Almería, La Liga,24,1999,15,15,135.0,15.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1337,Borja,Mayoral, ESP,AT,Getafe, La Liga,26,1997,18,17,1429.0,15.9,12,1,13,8,4,4,2,2,8.6,5.5,1.1,"6,5",21.0,46.0,70.0,"0,76","0,06","0,82","0,50","0,57","0,54","0,07","0,61","0,35","0,41"
1338,Youssef,Maziz, FRA,"AT,LT",Metz, Ligue 1,25,1998,2,2,124.0,1.4,1,0,1,1,0,0,0,0,0.1,0.1,0.1,"0,2",2.0,6.0,2.0,"0,73","0,00","0,73","0,73","0,73","0,08","0,04","0,12","0,08","0,12"
1339,Noussair,Mazraoui, MAR,ZG,Bayern Munich, Bundesliga,26,1997,11,10,820.0,9.1,0,3,3,0,0,0,3,3,0.8,0.8,1.5,"2,2",24.0,81.0,52.0,"0,00","0,33","0,33","0,00","0,33","0,09","0,16","0,25","0,09","0,25"
1340,Luca,Mazzitelli, ITA,LT,Frosinone, Serie A,28,1995,11,11,906.0,10.1,2,0,2,2,0,0,4,4,0.9,0.9,0.1,"1,0",6.0,73.0,22.0,"0,20","0,00","0,20","0,20","0,20","0,09","0,01","0,10","0,09","0,10"
1341,Pasquale,Mazzocchi, ITA,ZG,Salernitana, Serie A,28,1995,17,15,1182.0,13.1,0,1,1,0,0,0,4,4,0.3,0.3,1.2,"1,5",33.0,35.0,60.0,"0,00","0,08","0,08","0,00","0,08","0,02","0,09","0,12","0,02","0,12"
1342,Kevin,Mbabu, SUI,ZG,Augsburg, Bundesliga,28,1995,10,7,714.0,7.9,0,0,0,0,0,0,1,1,0.1,0.1,0.7,"0,8",24.0,26.0,31.0,"0,00","0,00","0,00","0,00","0,00","0,01","0,09","0,10","0,01","0,10"
1343,Noah,Mbamba, BEL,LT,Leverkusen, Bundesliga,18,2005,2,0,15.0,0.2,0,1,1,0,0,0,0,0,0.0,0.0,0.6,"0,6",1.0,2.0,1.0,"0,00","6,00","6,00","0,00","6,00","0,15","3,37","3,52","0,15","3,52"
